YYYYMMDD,UVIEF,UVIEFerr,UVDEF,UVDEFerr,UVDEC,UVDECerr,UVDVF,UVDVFerr,UVDVC,UVDVCerr,UVDDF,UVDDFerr,UVDDC,UVDDCerr,CMF,ozone
20241007,4.079,0.294,1.923,0.156,-1.0,-1.0,3.171,0.383,-1.0,-1.0,0.731,0.132,-1.0,-1.0,-1.0,324.4
20241008,3.977,0.29,1.866,0.154,-1.0,-1.0,3.057,0.378,-1.0,-1.0,0.698,0.13,-1.0,-1.0,-1.0,326.4
20241009,4.12,0.286,1.92,0.151,-1.0,-1.0,3.192,0.372,-1.0,-1.0,0.746,0.128,-1.0,-1.0,-1.0,313.0
20241010,3.962,0.283,1.851,0.149,-1.0,-1.0,3.05,0.365,-1.0,-1.0,0.704,0.126,-1.0,-1.0,-1.0,318.3
20241011,4.081,0.279,1.896,0.147,-1.0,-1.0,3.164,0.36,-1.0,-1.0,0.745,0.124,-1.0,-1.0,-1.0,306.6
20241012,4.053,0.275,1.878,0.144,-1.0,-1.0,3.138,0.354,-1.0,-1.0,0.741,0.122,-1.0,-1.0,-1.0,303.8
20241013,3.819,0.272,1.77,0.142,-1.0,-1.0,2.905,0.349,-1.0,-1.0,0.668,0.12,-1.0,-1.0,-1.0,314.0
20241014,3.319,0.268,1.548,0.14,-1.0,-1.0,2.417,0.343,-1.0,-1.0,0.521,0.118,-1.0,-1.0,-1.0,346.9
20241015,3.263,0.265,1.518,0.137,-1.0,-1.0,2.363,0.337,-1.0,-1.0,0.507,0.116,-1.0,-1.0,-1.0,346.5
20241016,3.068,0.261,1.429,0.135,-1.0,-1.0,2.176,0.332,-1.0,-1.0,0.455,0.114,-1.0,-1.0,-1.0,359.4
20241017,3.25,0.258,1.501,0.133,-1.0,-1.0,2.351,0.327,-1.0,-1.0,0.51,0.113,-1.0,-1.0,-1.0,337.1
20241018,3.563,0.254,1.628,0.131,-1.0,-1.0,2.651,0.32,-1.0,-1.0,0.605,0.11,-1.0,-1.0,-1.0,308.0
20241019,3.677,0.251,1.671,0.129,-1.0,-1.0,2.759,0.315,-1.0,-1.0,0.644,0.109,-1.0,-1.0,-1.0,295.7
20241020,3.681,0.247,1.666,0.127,-1.0,-1.0,2.763,0.31,-1.0,-1.0,0.649,0.107,-1.0,-1.0,-1.0,290.9
20241021,3.585,0.244,1.62,0.125,-1.0,-1.0,2.67,0.305,-1.0,-1.0,0.622,0.105,-1.0,-1.0,-1.0,292.6
20241022,3.567,0.24,1.606,0.122,-1.0,-1.0,2.651,0.299,-1.0,-1.0,0.62,0.103,-1.0,-1.0,-1.0,289.2
20241023,3.715,0.237,1.662,0.12,-1.0,-1.0,2.791,0.294,-1.0,-1.0,0.67,0.102,-1.0,-1.0,-1.0,275.7
20241024,3.369,0.234,1.512,0.118,-1.0,-1.0,2.464,0.289,-1.0,-1.0,0.566,0.1,-1.0,-1.0,-1.0,293.3
20241025,3.341,0.23,1.495,0.116,-1.0,-1.0,2.436,0.285,-1.0,-1.0,0.561,0.098,-1.0,-1.0,-1.0,290.7
20241026,3.245,0.227,1.449,0.115,-1.0,-1.0,2.346,0.28,-1.0,-1.0,0.535,0.097,-1.0,-1.0,-1.0,293.0
20241027,2.875,0.224,1.291,0.112,-1.0,-1.0,2.001,0.274,-1.0,-1.0,0.433,0.095,-1.0,-1.0,-1.0,318.5
20241028,2.902,0.22,1.298,0.11,-1.0,-1.0,2.027,0.27,-1.0,-1.0,0.443,0.093,-1.0,-1.0,-1.0,310.9
20241029,3.151,0.217,1.395,0.109,-1.0,-1.0,2.258,0.265,-1.0,-1.0,0.517,0.092,-1.0,-1.0,-1.0,285.9
20241030,3.347,0.214,1.47,0.107,-1.0,-1.0,2.438,0.261,-1.0,-1.0,0.579,0.091,-1.0,-1.0,-1.0,268.1
20241031,3.444,0.211,1.504,0.105,-1.0,-1.0,2.527,0.257,-1.0,-1.0,0.612,0.089,-1.0,-1.0,-1.0,258.0
20241101,3.213,0.208,1.405,0.103,-1.0,-1.0,2.314,0.252,-1.0,-1.0,0.544,0.087,-1.0,-1.0,-1.0,268.3
20241102,3.047,0.205,1.333,0.101,-1.0,-1.0,2.162,0.247,-1.0,-1.0,0.498,0.086,-1.0,-1.0,-1.0,275.5
20241103,3.149,0.202,1.369,0.1,-1.0,-1.0,2.254,0.243,-1.0,-1.0,0.531,0.085,-1.0,-1.0,-1.0,264.1
20241104,3.141,0.199,1.361,0.098,-1.0,-1.0,2.247,0.239,-1.0,-1.0,0.532,0.083,-1.0,-1.0,-1.0,260.4
20241105,3.307,0.197,1.423,0.097,-1.0,-1.0,2.396,0.236,-1.0,-1.0,0.585,0.082,-1.0,-1.0,-1.0,246.1
20241106,3.245,0.194,1.393,0.095,-1.0,-1.0,2.339,0.231,-1.0,-1.0,0.569,0.08,-1.0,-1.0,-1.0,245.9
20241107,2.89,0.191,1.247,0.093,-1.0,-1.0,2.019,0.227,-1.0,-1.0,0.467,0.079,-1.0,-1.0,-1.0,265.5
20241108,2.6,0.188,1.127,0.092,-1.0,-1.0,1.76,0.223,-1.0,-1.0,0.389,0.078,-1.0,-1.0,-1.0,285.0
20241109,2.592,0.186,1.12,0.09,-1.0,-1.0,1.753,0.22,-1.0,-1.0,0.389,0.077,-1.0,-1.0,-1.0,281.2
20241110,2.745,0.183,1.176,0.089,-1.0,-1.0,1.889,0.216,-1.0,-1.0,0.433,0.075,-1.0,-1.0,-1.0,264.1
20241111,2.549,0.18,1.095,0.087,-1.0,-1.0,1.716,0.212,-1.0,-1.0,0.382,0.074,-1.0,-1.0,-1.0,276.3
20241112,2.319,0.178,1.0,0.086,-1.0,-1.0,1.513,0.209,-1.0,-1.0,0.323,0.073,-1.0,-1.0,-1.0,294.6
20241113,2.62,0.176,1.116,0.085,-1.0,-1.0,1.78,0.205,-1.0,-1.0,0.406,0.072,-1.0,-1.0,-1.0,261.9
20241114,2.587,0.173,1.099,0.083,-1.0,-1.0,1.75,0.202,-1.0,-1.0,0.399,0.071,-1.0,-1.0,-1.0,260.7
20241115,2.174,0.171,0.933,0.082,-1.0,-1.0,1.389,0.199,-1.0,-1.0,0.293,0.07,-1.0,-1.0,-1.0,297.2
20241116,2.346,0.169,0.998,0.081,-1.0,-1.0,1.541,0.196,-1.0,-1.0,0.339,0.069,-1.0,-1.0,-1.0,274.3
20241117,2.474,0.167,1.045,0.079,-1.0,-1.0,1.652,0.192,-1.0,-1.0,0.374,0.067,-1.0,-1.0,-1.0,258.8
20241118,2.314,0.164,0.979,0.078,-1.0,-1.0,1.514,0.19,-1.0,-1.0,0.334,0.066,-1.0,-1.0,-1.0,269.6
20241119,2.384,0.162,1.003,0.077,-1.0,-1.0,1.575,0.187,-1.0,-1.0,0.354,0.066,-1.0,-1.0,-1.0,259.3
20241120,2.302,0.16,0.968,0.076,-1.0,-1.0,1.504,0.184,-1.0,-1.0,0.334,0.065,-1.0,-1.0,-1.0,263.3
20241121,1.727,0.158,0.743,0.075,-1.0,-1.0,1.011,0.182,-1.0,-1.0,0.198,0.064,-1.0,-1.0,-1.0,334.0
20241122,1.708,0.157,0.733,0.074,-1.0,-1.0,0.997,0.18,-1.0,-1.0,0.195,0.063,-1.0,-1.0,-1.0,332.6
20241123,1.872,0.155,0.795,0.073,-1.0,-1.0,1.138,0.177,-1.0,-1.0,0.233,0.062,-1.0,-1.0,-1.0,301.9
20241124,1.778,0.153,0.756,0.072,-1.0,-1.0,1.059,0.174,-1.0,-1.0,0.213,0.061,-1.0,-1.0,-1.0,312.0
20241125,1.896,0.151,0.8,0.071,-1.0,-1.0,1.161,0.172,-1.0,-1.0,0.241,0.06,-1.0,-1.0,-1.0,290.7
20241126,1.738,0.15,0.737,0.07,-1.0,-1.0,1.028,0.17,-1.0,-1.0,0.206,0.06,-1.0,-1.0,-1.0,310.3
20241127,1.77,0.148,0.747,0.07,-1.0,-1.0,1.056,0.168,-1.0,-1.0,0.215,0.059,-1.0,-1.0,-1.0,301.5
20241128,1.663,0.147,0.704,0.069,-1.0,-1.0,0.967,0.166,-1.0,-1.0,0.192,0.058,-1.0,-1.0,-1.0,315.3
20241129,1.595,0.145,0.677,0.068,-1.0,-1.0,0.911,0.164,-1.0,-1.0,0.179,0.058,-1.0,-1.0,-1.0,323.8
20241130,1.335,0.144,0.575,0.067,-1.0,-1.0,0.694,0.162,-1.0,-1.0,0.127,0.057,-1.0,-1.0,-1.0,381.0
20241201,1.309,0.142,0.564,0.067,-1.0,-1.0,0.675,0.161,-1.0,-1.0,0.123,0.057,-1.0,-1.0,-1.0,384.1
20241202,1.343,0.141,0.576,0.066,-1.0,-1.0,0.705,0.158,-1.0,-1.0,0.13,0.056,-1.0,-1.0,-1.0,370.0
20241203,1.279,0.14,0.55,0.065,-1.0,-1.0,0.653,0.156,-1.0,-1.0,0.118,0.055,-1.0,-1.0,-1.0,385.0
20241204,1.477,0.139,0.624,0.065,-1.0,-1.0,0.818,0.155,-1.0,-1.0,0.158,0.055,-1.0,-1.0,-1.0,330.2
20241205,1.381,0.138,0.587,0.064,-1.0,-1.0,0.74,0.154,-1.0,-1.0,0.139,0.054,-1.0,-1.0,-1.0,349.0
20241206,1.395,0.137,0.591,0.064,-1.0,-1.0,0.753,0.153,-1.0,-1.0,0.143,0.054,-1.0,-1.0,-1.0,342.5
20241207,1.484,0.136,0.624,0.063,-1.0,-1.0,0.827,0.151,-1.0,-1.0,0.161,0.054,-1.0,-1.0,-1.0,320.1
20241208,1.492,0.135,0.626,0.063,-1.0,-1.0,0.834,0.15,-1.0,-1.0,0.163,0.053,-1.0,-1.0,-1.0,316.0
20241209,1.545,0.134,0.645,0.062,-1.0,-1.0,0.879,0.149,-1.0,-1.0,0.175,0.053,-1.0,-1.0,-1.0,303.5
20241210,1.592,0.134,0.662,0.062,-1.0,-1.0,0.919,0.148,-1.0,-1.0,0.186,0.053,-1.0,-1.0,-1.0,293.2
20241211,1.621,0.133,0.671,0.062,-1.0,-1.0,0.942,0.148,-1.0,-1.0,0.193,0.052,-1.0,-1.0,-1.0,286.9
20241212,1.305,0.132,0.552,0.061,-1.0,-1.0,0.683,0.147,-1.0,-1.0,0.128,0.052,-1.0,-1.0,-1.0,350.5
20241213,1.376,0.132,0.578,0.061,-1.0,-1.0,0.743,0.146,-1.0,-1.0,0.142,0.052,-1.0,-1.0,-1.0,330.7
20241214,1.453,0.131,0.606,0.061,-1.0,-1.0,0.806,0.146,-1.0,-1.0,0.158,0.052,-1.0,-1.0,-1.0,312.6
20241215,1.403,0.131,0.587,0.061,-1.0,-1.0,0.766,0.145,-1.0,-1.0,0.148,0.051,-1.0,-1.0,-1.0,321.8
20241216,1.606,0.131,0.663,0.06,-1.0,-1.0,0.933,0.145,-1.0,-1.0,0.191,0.051,-1.0,-1.0,-1.0,282.8
20241217,1.54,0.13,0.638,0.06,-1.0,-1.0,0.878,0.144,-1.0,-1.0,0.177,0.051,-1.0,-1.0,-1.0,293.2
20241218,1.498,0.13,0.622,0.06,-1.0,-1.0,0.844,0.144,-1.0,-1.0,0.168,0.051,-1.0,-1.0,-1.0,300.1
20241219,1.479,0.13,0.615,0.06,-1.0,-1.0,0.828,0.144,-1.0,-1.0,0.164,0.051,-1.0,-1.0,-1.0,303.3
20241220,1.315,0.13,0.553,0.06,-1.0,-1.0,0.694,0.144,-1.0,-1.0,0.131,0.051,-1.0,-1.0,-1.0,339.4
20241221,1.257,0.129,0.531,0.06,-1.0,-1.0,0.647,0.144,-1.0,-1.0,0.12,0.051,-1.0,-1.0,-1.0,354.9
20241222,1.308,0.13,0.55,0.06,-1.0,-1.0,0.688,0.144,-1.0,-1.0,0.13,0.051,-1.0,-1.0,-1.0,341.1
20241223,1.392,0.13,0.582,0.06,-1.0,-1.0,0.757,0.144,-1.0,-1.0,0.146,0.051,-1.0,-1.0,-1.0,321.3
20241224,1.421,0.13,0.593,0.06,-1.0,-1.0,0.78,0.144,-1.0,-1.0,0.152,0.051,-1.0,-1.0,-1.0,315.4
20241225,1.526,0.13,0.633,0.06,-1.0,-1.0,0.866,0.144,-1.0,-1.0,0.174,0.051,-1.0,-1.0,-1.0,295.6
20241226,1.76,0.13,0.721,0.06,-1.0,-1.0,1.058,0.145,-1.0,-1.0,0.226,0.051,-1.0,-1.0,-1.0,260.9
20241227,1.582,0.131,0.654,0.061,-1.0,-1.0,0.911,0.145,-1.0,-1.0,0.185,0.051,-1.0,-1.0,-1.0,287.8
20241228,1.598,0.131,0.661,0.061,-1.0,-1.0,0.924,0.146,-1.0,-1.0,0.188,0.052,-1.0,-1.0,-1.0,286.3
20241229,1.55,0.132,0.643,0.061,-1.0,-1.0,0.884,0.146,-1.0,-1.0,0.178,0.052,-1.0,-1.0,-1.0,295.7
20241230,1.295,0.132,0.548,0.061,-1.0,-1.0,0.674,0.147,-1.0,-1.0,0.126,0.052,-1.0,-1.0,-1.0,353.3
20241231,1.428,0.133,0.599,0.062,-1.0,-1.0,0.783,0.148,-1.0,-1.0,0.152,0.052,-1.0,-1.0,-1.0,322.6
20250101,1.466,0.133,0.614,0.062,-1.0,-1.0,0.813,0.148,-1.0,-1.0,0.159,0.053,-1.0,-1.0,-1.0,316.8
20250102,1.354,0.134,0.572,0.062,-1.0,-1.0,0.72,0.149,-1.0,-1.0,0.136,0.053,-1.0,-1.0,-1.0,344.5
20250103,1.178,0.135,0.507,0.063,-1.0,-1.0,0.574,0.15,-1.0,-1.0,0.103,0.053,-1.0,-1.0,-1.0,400.7
20250104,1.227,0.136,0.526,0.063,-1.0,-1.0,0.613,0.151,-1.0,-1.0,0.111,0.054,-1.0,-1.0,-1.0,387.1
20250105,1.484,0.137,0.624,0.064,-1.0,-1.0,0.824,0.153,-1.0,-1.0,0.16,0.054,-1.0,-1.0,-1.0,322.6
20250106,1.526,0.138,0.641,0.064,-1.0,-1.0,0.858,0.154,-1.0,-1.0,0.168,0.054,-1.0,-1.0,-1.0,317.1
20250107,1.364,0.139,0.581,0.065,-1.0,-1.0,0.723,0.155,-1.0,-1.0,0.135,0.055,-1.0,-1.0,-1.0,356.8
20250108,1.235,0.14,0.533,0.065,-1.0,-1.0,0.614,0.157,-1.0,-1.0,0.11,0.055,-1.0,-1.0,-1.0,399.7
20250109,1.314,0.141,0.564,0.066,-1.0,-1.0,0.678,0.158,-1.0,-1.0,0.124,0.056,-1.0,-1.0,-1.0,378.7
20250110,1.574,0.143,0.665,0.067,-1.0,-1.0,0.893,0.161,-1.0,-1.0,0.175,0.057,-1.0,-1.0,-1.0,320.7
20250111,1.45,0.144,0.619,0.067,-1.0,-1.0,0.788,0.162,-1.0,-1.0,0.149,0.057,-1.0,-1.0,-1.0,350.8
20250112,1.768,0.145,0.742,0.068,-1.0,-1.0,1.053,0.164,-1.0,-1.0,0.216,0.058,-1.0,-1.0,-1.0,294.8
20250113,1.771,0.147,0.745,0.069,-1.0,-1.0,1.054,0.166,-1.0,-1.0,0.215,0.059,-1.0,-1.0,-1.0,297.8
20250114,1.69,0.148,0.716,0.07,-1.0,-1.0,0.985,0.168,-1.0,-1.0,0.196,0.059,-1.0,-1.0,-1.0,314.6
20250115,1.519,0.15,0.652,0.07,-1.0,-1.0,0.839,0.17,-1.0,-1.0,0.159,0.06,-1.0,-1.0,-1.0,352.5
20250116,1.309,0.152,0.573,0.071,-1.0,-1.0,0.661,0.172,-1.0,-1.0,0.117,0.061,-1.0,-1.0,-1.0,415.8
20250117,1.56,0.153,0.671,0.072,-1.0,-1.0,0.87,0.174,-1.0,-1.0,0.165,0.061,-1.0,-1.0,-1.0,353.1
20250118,1.646,0.155,0.707,0.073,-1.0,-1.0,0.941,0.177,-1.0,-1.0,0.182,0.062,-1.0,-1.0,-1.0,340.2
20250119,1.821,0.157,0.776,0.075,-1.0,-1.0,1.088,0.18,-1.0,-1.0,0.219,0.063,-1.0,-1.0,-1.0,314.3
20250120,1.655,0.159,0.715,0.075,-1.0,-1.0,0.945,0.182,-1.0,-1.0,0.181,0.064,-1.0,-1.0,-1.0,348.3
20250121,1.607,0.161,0.698,0.076,-1.0,-1.0,0.902,0.185,-1.0,-1.0,0.17,0.065,-1.0,-1.0,-1.0,363.7
20250122,1.502,0.163,0.659,0.078,-1.0,-1.0,0.81,0.188,-1.0,-1.0,0.147,0.066,-1.0,-1.0,-1.0,395.0
20250123,1.583,0.165,0.693,0.079,-1.0,-1.0,0.876,0.19,-1.0,-1.0,0.162,0.067,-1.0,-1.0,-1.0,381.1
20250124,1.589,0.167,0.698,0.08,-1.0,-1.0,0.879,0.193,-1.0,-1.0,0.162,0.068,-1.0,-1.0,-1.0,385.7
20250125,1.937,0.17,0.837,0.081,-1.0,-1.0,1.178,0.196,-1.0,-1.0,0.236,0.069,-1.0,-1.0,-1.0,325.1
20250126,1.79,0.172,0.782,0.083,-1.0,-1.0,1.048,0.2,-1.0,-1.0,0.201,0.07,-1.0,-1.0,-1.0,355.3
20250127,1.774,0.174,0.778,0.084,-1.0,-1.0,1.032,0.203,-1.0,-1.0,0.196,0.071,-1.0,-1.0,-1.0,364.2
20250128,1.948,0.177,0.85,0.085,-1.0,-1.0,1.182,0.206,-1.0,-1.0,0.233,0.072,-1.0,-1.0,-1.0,339.3
20250129,2.059,0.179,0.897,0.086,-1.0,-1.0,1.277,0.21,-1.0,-1.0,0.257,0.073,-1.0,-1.0,-1.0,328.0
20250130,2.086,0.182,0.911,0.088,-1.0,-1.0,1.299,0.213,-1.0,-1.0,0.262,0.074,-1.0,-1.0,-1.0,329.6
20250131,2.391,0.184,1.035,0.09,-1.0,-1.0,1.566,0.218,-1.0,-1.0,0.335,0.076,-1.0,-1.0,-1.0,297.5
20250201,2.188,0.187,0.958,0.091,-1.0,-1.0,1.385,0.221,-1.0,-1.0,0.282,0.077,-1.0,-1.0,-1.0,326.7
20250202,2.18,0.19,0.958,0.092,-1.0,-1.0,1.376,0.225,-1.0,-1.0,0.278,0.078,-1.0,-1.0,-1.0,333.3
20250203,2.312,0.192,1.015,0.094,-1.0,-1.0,1.492,0.229,-1.0,-1.0,0.308,0.08,-1.0,-1.0,-1.0,321.7
20250204,2.587,0.195,1.129,0.095,-1.0,-1.0,1.737,0.232,-1.0,-1.0,0.376,0.081,-1.0,-1.0,-1.0,297.1
20250205,2.739,0.198,1.194,0.097,-1.0,-1.0,1.873,0.236,-1.0,-1.0,0.415,0.082,-1.0,-1.0,-1.0,287.9
20250206,2.715,0.201,1.189,0.099,-1.0,-1.0,1.851,0.241,-1.0,-1.0,0.406,0.084,-1.0,-1.0,-1.0,294.9
20250207,2.524,0.204,1.116,0.101,-1.0,-1.0,1.677,0.245,-1.0,-1.0,0.353,0.085,-1.0,-1.0,-1.0,319.0
20250208,2.595,0.207,1.149,0.102,-1.0,-1.0,1.74,0.25,-1.0,-1.0,0.369,0.087,-1.0,-1.0,-1.0,316.7
20250209,3.011,0.21,1.322,0.104,-1.0,-1.0,2.118,0.254,-1.0,-1.0,0.48,0.088,-1.0,-1.0,-1.0,284.5
20250210,2.783,0.213,1.234,0.106,-1.0,-1.0,1.909,0.258,-1.0,-1.0,0.413,0.09,-1.0,-1.0,-1.0,308.8
20250211,2.756,0.216,1.228,0.108,-1.0,-1.0,1.883,0.264,-1.0,-1.0,0.403,0.091,-1.0,-1.0,-1.0,316.5
20250212,3.113,0.22,1.379,0.11,-1.0,-1.0,2.211,0.268,-1.0,-1.0,0.5,0.093,-1.0,-1.0,-1.0,290.9
20250213,3.341,0.223,1.478,0.112,-1.0,-1.0,2.422,0.273,-1.0,-1.0,0.564,0.095,-1.0,-1.0,-1.0,279.3
20250214,2.99,0.226,1.339,0.113,-1.0,-1.0,2.097,0.277,-1.0,-1.0,0.459,0.096,-1.0,-1.0,-1.0,310.8
20250215,3.384,0.23,1.507,0.116,-1.0,-1.0,2.463,0.283,-1.0,-1.0,0.57,0.098,-1.0,-1.0,-1.0,285.6
20250216,3.017,0.233,1.36,0.118,-1.0,-1.0,2.121,0.288,-1.0,-1.0,0.461,0.1,-1.0,-1.0,-1.0,318.8
20250217,2.7,0.236,1.233,0.12,-1.0,-1.0,1.823,0.293,-1.0,-1.0,0.373,0.101,-1.0,-1.0,-1.0,356.3
20250218,2.792,0.24,1.276,0.122,-1.0,-1.0,1.908,0.298,-1.0,-1.0,0.394,0.103,-1.0,-1.0,-1.0,351.8
20250219,2.795,0.243,1.282,0.124,-1.0,-1.0,1.909,0.303,-1.0,-1.0,0.392,0.105,-1.0,-1.0,-1.0,357.4
20250220,2.194,0.247,1.034,0.126,-1.0,-1.0,1.342,0.309,-1.0,-1.0,0.243,0.107,-1.0,-1.0,-1.0,453.4
20250221,2.557,0.25,1.192,0.128,-1.0,-1.0,1.681,0.314,-1.0,-1.0,0.326,0.108,-1.0,-1.0,-1.0,399.7
20250222,2.892,0.254,1.339,0.13,-1.0,-1.0,1.997,0.319,-1.0,-1.0,0.41,0.11,-1.0,-1.0,-1.0,364.4
20250223,3.199,0.257,1.475,0.132,-1.0,-1.0,2.289,0.325,-1.0,-1.0,0.491,0.112,-1.0,-1.0,-1.0,339.8
20250224,3.046,0.261,1.415,0.135,-1.0,-1.0,2.142,0.331,-1.0,-1.0,0.446,0.114,-1.0,-1.0,-1.0,359.9
20250225,3.107,0.265,1.447,0.137,-1.0,-1.0,2.2,0.336,-1.0,-1.0,0.46,0.116,-1.0,-1.0,-1.0,359.5
20250226,3.491,0.268,1.617,0.139,-1.0,-1.0,2.57,0.342,-1.0,-1.0,0.567,0.118,-1.0,-1.0,-1.0,331.2
20250227,3.318,0.272,1.548,0.141,-1.0,-1.0,2.402,0.347,-1.0,-1.0,0.513,0.12,-1.0,-1.0,-1.0,350.9
20250228,3.265,0.276,1.531,0.144,-1.0,-1.0,2.35,0.354,-1.0,-1.0,0.495,0.122,-1.0,-1.0,-1.0,361.2
20250301,2.995,0.279,1.42,0.146,-1.0,-1.0,2.087,0.36,-1.0,-1.0,0.418,0.124,-1.0,-1.0,-1.0,395.0
20250302,2.615,0.283,1.261,0.149,-1.0,-1.0,1.716,0.365,-1.0,-1.0,0.319,0.126,-1.0,-1.0,-1.0,453.5
20250303,3.359,0.287,1.59,0.151,-1.0,-1.0,2.44,0.371,-1.0,-1.0,0.513,0.128,-1.0,-1.0,-1.0,369.0
20250304,4.28,0.291,1.998,0.154,-1.0,-1.0,3.35,0.378,-1.0,-1.0,0.793,0.13,-1.0,-1.0,-1.0,307.3
20250305,4.225,0.294,1.981,0.156,-1.0,-1.0,3.298,0.384,-1.0,-1.0,0.772,0.132,-1.0,-1.0,-1.0,314.9
20250306,3.416,0.298,1.633,0.158,-1.0,-1.0,2.496,0.389,-1.0,-1.0,0.521,0.134,-1.0,-1.0,-1.0,380.2
20250307,4.349,0.302,2.05,0.161,-1.0,-1.0,3.425,0.395,-1.0,-1.0,0.805,0.136,-1.0,-1.0,-1.0,316.5
20250308,3.994,0.306,1.901,0.164,-1.0,-1.0,3.072,0.402,-1.0,-1.0,0.688,0.138,-1.0,-1.0,-1.0,343.6
20250309,3.93,0.31,1.879,0.166,-1.0,-1.0,3.01,0.408,-1.0,-1.0,0.664,0.14,-1.0,-1.0,-1.0,353.0
20250310,4.307,0.313,2.054,0.168,-1.0,-1.0,3.391,0.414,-1.0,-1.0,0.781,0.142,-1.0,-1.0,-1.0,332.2
20250311,4.07,0.317,1.955,0.171,-1.0,-1.0,3.154,0.42,-1.0,-1.0,0.702,0.144,-1.0,-1.0,-1.0,352.4
20250312,4.419,0.321,2.118,0.174,-1.0,-1.0,3.509,0.428,-1.0,-1.0,0.811,0.147,-1.0,-1.0,-1.0,334.3
20250313,4.827,0.325,2.309,0.176,-1.0,-1.0,3.927,0.434,-1.0,-1.0,0.946,0.149,-1.0,-1.0,-1.0,315.9
20250314,4.886,0.329,2.343,0.178,-1.0,-1.0,3.992,0.44,-1.0,-1.0,0.963,0.151,-1.0,-1.0,-1.0,316.9
20250315,5.014,0.332,2.409,0.181,-1.0,-1.0,4.127,0.446,-1.0,-1.0,1.004,0.153,-1.0,-1.0,-1.0,314.5
20250316,5.083,0.336,2.449,0.184,-1.0,-1.0,4.202,0.453,-1.0,-1.0,1.025,0.155,-1.0,-1.0,-1.0,315.0
20250317,4.346,0.34,2.123,0.186,-1.0,-1.0,3.447,0.459,-1.0,-1.0,0.771,0.157,-1.0,-1.0,-1.0,361.0
20250318,5.382,0.344,2.601,0.189,-1.0,-1.0,4.521,0.465,-1.0,-1.0,1.126,0.159,-1.0,-1.0,-1.0,308.8
20250319,6.156,0.347,2.962,0.191,-1.0,-1.0,5.332,0.472,-1.0,-1.0,1.419,0.161,-1.0,-1.0,-1.0,282.3
20250320,6.092,0.351,2.943,0.194,-1.0,-1.0,5.273,0.479,-1.0,-1.0,1.389,0.164,-1.0,-1.0,-1.0,287.8
20250321,4.867,0.355,2.392,0.197,-1.0,-1.0,4.0,0.485,-1.0,-1.0,0.933,0.166,-1.0,-1.0,-1.0,345.8
20250322,4.13,0.358,2.061,0.199,-1.0,-1.0,3.233,0.491,-1.0,-1.0,0.689,0.168,-1.0,-1.0,-1.0,399.6
20250323,4.544,0.362,2.259,0.202,-1.0,-1.0,3.668,0.498,-1.0,-1.0,0.818,0.17,-1.0,-1.0,-1.0,373.8
20250324,4.8,0.366,2.385,0.204,-1.0,-1.0,3.941,0.505,-1.0,-1.0,0.901,0.173,-1.0,-1.0,-1.0,361.7
20250325,4.35,0.369,2.184,0.207,-1.0,-1.0,3.47,0.511,-1.0,-1.0,0.75,0.175,-1.0,-1.0,-1.0,396.0
20250326,4.018,0.373,2.037,0.209,-1.0,-1.0,3.122,0.517,-1.0,-1.0,0.644,0.177,-1.0,-1.0,-1.0,427.8
20250327,4.352,0.377,2.2,0.212,-1.0,-1.0,3.477,0.524,-1.0,-1.0,0.746,0.179,-1.0,-1.0,-1.0,404.5
20250328,5.439,0.38,2.715,0.215,-1.0,-1.0,4.636,0.531,-1.0,-1.0,1.114,0.181,-1.0,-1.0,-1.0,342.0
20250329,6.26,0.384,3.109,0.217,-1.0,-1.0,5.522,0.537,-1.0,-1.0,1.424,0.183,-1.0,-1.0,-1.0,310.2
20250330,6.57,0.387,3.264,0.22,-1.0,-1.0,5.863,0.543,-1.0,-1.0,1.545,0.185,-1.0,-1.0,-1.0,302.0
20250331,6.28,0.391,3.138,0.223,-1.0,-1.0,5.56,0.55,-1.0,-1.0,1.426,0.188,-1.0,-1.0,-1.0,315.4
20250401,5.023,0.394,2.554,0.225,-1.0,-1.0,4.211,0.556,-1.0,-1.0,0.956,0.19,-1.0,-1.0,-1.0,378.7
20250402,6.119,0.397,3.081,0.227,-1.0,-1.0,5.401,0.562,-1.0,-1.0,1.356,0.192,-1.0,-1.0,-1.0,327.8
20250403,6.852,0.401,3.438,0.23,-1.0,-1.0,6.206,0.568,-1.0,-1.0,1.649,0.194,-1.0,-1.0,-1.0,303.7
20250404,7.107,0.404,3.57,0.233,-1.0,-1.0,6.495,0.575,-1.0,-1.0,1.754,0.196,-1.0,-1.0,-1.0,298.2
20250405,7.205,0.407,3.627,0.235,-1.0,-1.0,6.613,0.581,-1.0,-1.0,1.792,0.198,-1.0,-1.0,-1.0,297.8
20250406,6.902,0.411,3.493,0.237,-1.0,-1.0,6.291,0.587,-1.0,-1.0,1.662,0.2,-1.0,-1.0,-1.0,310.0
20250407,6.992,0.414,3.546,0.24,-1.0,-1.0,6.399,0.594,-1.0,-1.0,1.697,0.203,-1.0,-1.0,-1.0,309.6
20250408,5.33,0.417,2.757,0.242,-1.0,-1.0,4.579,0.599,-1.0,-1.0,1.048,0.204,-1.0,-1.0,-1.0,384.5
20250409,5.762,0.42,2.974,0.245,-1.0,-1.0,5.06,0.605,-1.0,-1.0,1.204,0.206,-1.0,-1.0,-1.0,364.6
